Table,Column_Name,Column_Description
adi_promotion_item,promotional_group_hdr_uid,Unique identifier for promotional_group_hdr
adi_promotion_item,rebate_cost,Rebate Cost
adi_promotion_item,rebate_cost_currency_id,Rebate Cost Currency Id
adi_promotion_item,sales_price,Sales Price of the item for the promotion
adi_promotion_item,sales_price_currency_id,Sales Price Currency Id
adi_promotion_item,supplier_id,Supplier ID
adi_promotion_item,type_cd,The type of Item/Grouping of items that are applicable for the promotion
adi_promotion_item,unit_of_measure,Unit of Measure associated with the item for the min/max quantity
adi_promotion_item,vendor_message,Vendor Message
adi_supplier_freight_terms,adi_supplier_freight_terms_uid,Identity column.
adi_supplier_freight_terms,created_by,User who created the record
adi_supplier_freight_terms,date_created,Date and time the record was originally created
adi_supplier_freight_terms,date_last_modified,Date and time the record was modified
adi_supplier_freight_terms,description,Description of supplier freight terms.
adi_supplier_freight_terms,in_out,"Type of supplier freight terms. [I = Inbound, O = Outbound]"
adi_supplier_freight_terms,last_maintained_by,User who last changed the record
adi_supplier_freight_terms,row_status_flag,Status of record.
adi_supplier_freight_terms,supplier_freight_terms_code,Descriptive ID for supplier freight terms.
adi_supplier_location_options,adi_supplier_location_options_uid,Unique ID for record
adi_supplier_location_options,create_po_from_oe,Determines what types of POs can be created from OE for this supplier/location. Code table value.
adi_supplier_location_options,created_by,User who created the record
adi_supplier_location_options,date_created,Date and time the record was originally created
adi_supplier_location_options,date_last_modified,Date and time the record was modified
adi_supplier_location_options,direct_ship_control_value,Indicates the type of control value to be used for direct_ship purchase orders for this supplier/location
adi_supplier_location_options,direct_ship_target_value,The purchase target value to be used for direct ship purchase orders  for this supplier/location
adi_supplier_location_options,does_not_direct_ship_ak_flag,Indicates this supplier/location does not direct ship to Alaska
adi_supplier_location_options,does_not_direct_ship_flag,Indicates this supplier/location does not direct ship at all
adi_supplier_location_options,does_not_direct_ship_hi_flag,Indicates this supplier/location does not direct ship to Hawaii
adi_supplier_location_options,does_not_direct_ship_pr_flag,Indicates this supplier/location does not direct ship to Puerto Rico
adi_supplier_location_options,incoterms_responsibility,"Indicates the party responsible for enforcing the incoterms for this supplier/location. Values: B = Buyer, S = Seller, M= Mixed, H = Shared"
adi_supplier_location_options,incoterms_uid,The incoterms associated with this supplier/location
adi_supplier_location_options,last_maintained_by,User who last changed the record
adi_supplier_location_options,location_id,The location to which this record is linked; may be 0 which indicates this is the default record for the supplier
adi_supplier_location_options,port_or_place_of_delivery,Port or place where goods are delivered for this supplier/location
adi_supplier_location_options,replenishment_carrier_acct_no,The carrier account number to be used for replenishment
adi_supplier_location_options,special_control_value,Indicates the type of control value to be used for special purchase orders for this supplier/location
adi_supplier_location_options,special_target_value,The purchase target value to be used for special purchase orders for this supplier/location
adi_supplier_location_options,supplier_id,The supplier to which this record is linked
adi_supplier_options,adi_supplier_options_uid,Identity column.
adi_supplier_options,created_by,User who created the record
adi_supplier_options,date_created,Date and time the record was originally created
adi_supplier_options,date_last_modified,Date and time the record was modified
adi_supplier_options,in_adi_supplier_freight_terms_uid,Inbound supplier freight terms related to this record.
adi_supplier_options,last_maintained_by,User who last changed the record
adi_supplier_options,out_adi_supplier_freight_terms_uid,Outbound supplier freight terms related to this record.
adi_supplier_options,supplier_id,Supplier related to this record.
adi_translation_cc_processor,adi_translation_cc_processor_uid,UID
adi_translation_cc_processor,company_id,company id 
adi_translation_cc_processor,created_by,User who created the record
adi_translation_cc_processor,date_created,Date and time the record was originally created
adi_translation_cc_processor,date_last_modified,Date and time the record was modified
adi_translation_cc_processor,epf_card_issuer,car issuer from EPF table
adi_translation_cc_processor,last_maintained_by,User who last changed the record
adi_translation_cc_processor,translated,translated to a payment type
adjustment_criteria,adjustment_criteria_uid,Unique identifier for table.
adjustment_criteria,beg_abc_class_id,"Used when giving a range of ABC Class IDs, Adjustment will only get requirements for the range."
adjustment_criteria,beg_item_id,"Used when giving a range of Each Item IDs, Adjustment will only get requirements for the range."
adjustment_criteria,beg_location_id,"Used when giving a range of Location IDs, Adjustment will only get requirements for the range."
